Name;Seconds;AlbumId
Forty Days (Com DJ Hum);222;84
Balada Da Paula;323;84
Dujji;325;84
Meu Guarda-Chuva;249;84
Motéis;213;84
Whistle Stop;526;84
16 Toneladas;192;84
Divirta-Se (Saindo Da Sua);75;84
Forty Days Instrumental;292;84
Óia Eu Aqui De Novo;219;85
Baião Da Penha;248;85
Esperando Na Janela;261;85
Juazeiro;222;85
Último Pau-De-Arara;200;85
Asa Branca;217;85
Qui Nem Jiló;205;85
Assum Preto;200;85
Pau-De-Arara;192;85
A Volta Da Asa Branca;271;85
O Amor Daqui De Casa;149;85
As Pegadas Do Amor;209;85
Lamento Sertanejo;261;85
Casinha Feliz;32;85
Introdução (Live);154;86
Palco (Live);238;86
Is This Love (Live);295;86
Stir It Up (Live);282;86
Refavela (Live);237;86
Vendedor De Caranguejo (Live);249;86
Quanta (Live);357;86
Estrela (Live);285;86
Pela Internet (Live);263;86
Cérebro Eletrônico (Live);232;86
Opachorô (Live);260;86
Copacabana (Live);290;86
A Novidade (Live);317;86
Ghandi (Live);222;86
De Ouro E Marfim (Live);235;86
Doce De Carnaval (Candy All);356;87
Lamento De Carnaval;295;87
Pretinha;265;87
A Novidade;325;73
Tenho Sede;262;73
Refazenda;218;73
Realce;264;73
Esotérico;318;73
Drão;301;73
A Paz;293;73
Beira Mar;295;73
Sampa;226;73
Parabolicamará;285;73
Tempo Rei;303;73
Expresso 2222;285;73
Aquele Abraço;264;73
Palco;271;73
Toda Menina Baiana;278;73
Sítio Do Pica-Pau Amarelo;218;73
Straight Out Of Line;259;88
Faceless;216;88
Changes;260;88
Make Me Believe;249;88
I Stand Alone;246;88
Re-Align;261;88
I Fucking Hate You;247;88
Releasing The Demons;253;88
Dead And Broken;251;88
I Am;240;88
The Awakening;90;88
Serenity;275;88
American Idiot;174;89
Jesus Of Suburbia / City Of The Damned / I Don't Care / Dearly Beloved / Tales Of Another Broken Home;548;89
Holiday;233;89
Boulevard Of Broken Dreams;261;89
Are We The Waiting;163;89
St. Jimmy;175;89
Give Me Novacaine;206;89
She's A Rebel;121;89
Extraordinary Girl;214;89
Letterbomb;246;89
Wake Me Up When September Ends;286;89
Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody Likes You / Rock And Roll Girlfriend / We're Coming Home Again;559;89
Whatsername;252;89
Welcome to the Jungle;274;90
It's So Easy;203;90
Nightrain;269;90
Out Ta Get Me;264;90
Mr. Brownstone;229;90
Paradise City;406;90
My Michelle;220;90
Think About You;232;90
Sweet Child O' Mine;356;90
You're Crazy;197;90
Anything Goes;206;90
Rocket Queen;375;90
Right Next Door to Hell;182;91
Dust N' Bones;298;91
Live and Let Die;184;91
Don't Cry (Original);285;91
Perfect Crime;144;91
You Ain't the First;156;91
Bad Obsession;328;91
Back off Bitch;303;91
Double Talkin' Jive;204;91
November Rain;538;91
The Garden;322;91
Garden of Eden;162;91
Don't Damn Me;319;91
Bad Apples;268;91
Dead Horse;258;91
Coma;617;91
Civil War;461;92
14 Years;261;92
Yesterdays;196;92
Knockin' On Heaven's Door;336;92
Get In The Ring;341;92
Shotgun Blues;203;92
Breakdown;425;92
Pretty Tied Up;287;92
Locomotive;522;92
So Fine;246;92
Estranged;564;92
You Could Be Mine;344;92
Don't Cry;284;92
My World;85;92
Colibri;361;93
Love Is The Colour;252;93
Magnetic Ocean;321;93
Deep Waters;396;93
L'Arc En Ciel De Miles;242;93
Gypsy;331;93
Journey Into Sunlight;250;93
Sunchild;260;93
Millenium;379;93
Thinking 'Bout Tomorrow;355;93
Jacob's Ladder;368;93
She Wears Black;529;93
Dark Side Of The Cog;377;93
Different World;259;94
These Colours Don't Run;412;94
Brighter Than a Thousand Suns;526;94
The Pilgrim;308;94
The Longest Day;468;94
Out of the Shadows;337;94
The Reincarnation of Benjamin Breeg;442;94
For the Greater Good of God;565;94
Lord of Light;445;94
The Legacy;563;94
Hallowed Be Thy Name (Live) [Non Album Bonus Track];431;94
The Number Of The Beast;295;95
The Trooper;235;95
Prowler;256;95
Transylvania;266;95
Remember Tomorrow;353;95
Where Eagles Dare;289;95
Sanctuary;293;95
Running Free;229;95
Run To The Hilss;238;95
2 Minutes To Midnight;337;95
Iron Maiden;325;95
Hallowed Be Thy Name;472;95
Be Quick Or Be Dead;197;96
From Here To Eternity;260;96
Can I Play With Madness;282;96
Wasting Love;348;96
Tailgunner;249;96
The Evil That Men Do;326;96
Afraid To Shoot Strangers;408;96
Bring Your Daughter... To The Slaughter;318;96
Heaven Can Wait;449;96
The Clairvoyant;270;96
Fear Of The Dark;431;96
The Wicker Man;276;97
Ghost Of The Navigator;410;97
Brave New World;379;97
Blood Brothers;434;97
The Mercenary;282;97
Dream Of Mirrors;561;97
The Fallen Angel;241;97
The Nomad;546;97
Out Of The Silent Planet;386;97
The Thin Line Between Love & Hate;507;97
Wildest Dreams;233;98
Rainmaker;229;98
No More Lies;442;98
Montsegur;350;98
Dance Of Death;517;98
Gates Of Tomorrow;312;98
New Frontier;305;98
Paschendale;508;98
Face In The Sand;391;98
Age Of Innocence;370;98
Journeyman;427;98
Be Quick Or Be Dead;205;99
From Here To Eternity;218;99
Afraid To Shoot Strangers;416;99
Fear Is The Key;335;99
Childhood's End;281;99
Wasting Love;351;99
The Fugitive;294;99
Chains Of Misery;217;99
The Apparition;235;99
Judas Be My Guide;189;99
Weekend Warrior;340;99
Fear Of The Dark;437;99
01 - Prowler;236;100
02 - Sanctuary;196;100
03 - Remember Tomorrow;329;100
04 - Running Free;197;100
05 - Phantom of the Opera;428;100
06 - Transylvania;259;100
07 - Strange World;332;100
08 - Charlotte the Harlot;253;100
09 - Iron Maiden;216;100
The Ides Of March;106;101
Wrathchild;174;101
Murders In The Rue Morgue;258;101
Another Life;203;101
Genghis Khan;187;101
Innocent Exile;233;101
Killers;301;101
Prodigal Son;372;101
Purgatory;200;101
Drifter;289;101
Intro- Churchill S Speech;48;102
Aces High;276;102
2 Minutes To Midnight;367;102
The Trooper;269;102
Revelations;372;102
Flight Of Icarus;230;102
Rime Of The Ancient Mariner;789;102
Powerslave;455;102
The Number Of The Beast;275;102
Hallowed Be Thy Name;451;102
Iron Maiden;262;102
Run To The Hills;232;102
Running Free;205;102
Wrathchild;184;102
Acacia Avenue;380;102
Children Of The Damned;278;102
Die With Your Boots On;314;102
Phantom Of The Opera;441;102
Be Quick Or Be Dead;233;103
The Number Of The Beast;294;103
Wrathchild;174;103
From Here To Eternity;284;103
Can I Play With Madness;213;103
Wasting Love;337;103
Tailgunner;248;103
The Evil That Men Do;478;103
Afraid To Shoot Strangers;413;103
Fear Of The Dark;432;103
Bring Your Daughter... To The Slaughter...;377;104
The Clairvoyant;262;104
Heaven Can Wait;441;104
Run To The Hills;236;104
2 Minutes To Midnight;338;104
Iron Maiden;495;104
Hallowed Be Thy Name;448;104
The Trooper;233;104
Sanctuary;319;104
Running Free;474;104
Tailgunner;256;105
Holy Smoke;229;105
No Prayer For The Dying;264;105
Public Enema Number One;254;105
Fates Warning;251;105
The Assassin;259;105
Run Silent Run Deep;275;105
Hooks In You;248;105
Bring Your Daughter... ...To The Slaughter;284;105
Mother Russia;333;105
Where Eagles Dare;370;106
Revelations;409;106
Flight Of The Icarus;230;106
Die With Your Boots On;326;106
The Trooper;251;106
Still Life;294;106
Quest For Fire;221;106
Sun And Steel;206;106
To Tame A Land;445;106
Aces High;270;107
2 Minutes To Midnight;360;107
Losfer Words;253;107
Flash of The Blade;243;107
Duelists;366;107
Back in the Village;321;107
Powerslave;408;107
Rime of the Ancient Mariner;817;107
Intro;116;108
The Wicker Man;282;108
Ghost Of The Navigator;409;108
Brave New World;367;108
Wrathchild;186;108
2 Minutes To Midnight;387;108
Blood Brothers;436;108
Sign Of The Cross;649;108
The Mercenary;283;108
The Trooper;274;108
Dream Of Mirrors;578;109
The Clansman;559;109
The Evil That Men Do;281;109
Fear Of The Dark;461;109
Iron Maiden;352;109
The Number Of The Beast;300;109
Hallowed Be Thy Name;444;109
Sanctuary;317;109
Run To The Hills;292;109
Moonchild;341;110
Infinite Dreams;369;110
Can I Play With Madness;211;110
The Evil That Men Do;274;110
Seventh Son of a Seventh Son;594;110
The Prophecy;305;110
The Clairvoyant;267;110
Only the Good Die Young;281;110
Caught Somewhere in Time;446;111
Wasted Years;308;111
Sea of Madness;342;111
Heaven Can Wait;441;111
Stranger in a Strange Land;345;111
Alexander the Great;516;111
De Ja Vu;296;111
The Loneliness of the Long Dis;391;111
22 Acacia Avenue;396;112
Children of the Damned;274;112
Gangland;228;112
Hallowed Be Thy Name;429;112
Invaders;203;112
Run to the Hills;229;112
The Number Of The Beast;293;112
The Prisoner;361;112
Sign Of The Cross;678;113
Lord Of The Flies;304;113
Man On The Edge;253;113
Fortunes Of War;444;113
Look For The Truth;310;113
The Aftermath;381;113
Judgement Of Heaven;312;113
Blood On The World's Hands;358;113
The Edge Of Darkness;399;113
2 A.M.;338;113
The Unbeliever;490;113
Futureal;176;114
The Angel And The Gambler;593;114
Lightning Strikes Twice;290;114
The Clansman;540;114
When Two Worlds Collide;377;114
The Educated Fool;405;114
Don't Look To The Eyes Of A Stranger;484;114
Como Estais Amigos;330;114
Please Please Please;165;115
Think;167;115
Night Train;212;115
Out Of Sight;144;115
Papa's Got A Brand New Bag Pt.1;127;115
I Got You (I Feel Good);167;115
It's A Man's Man's Man's World;168;115
Cold Sweat;172;115
Say It Loud, I'm Black And I'm Proud Pt.1;167;115
Get Up (I Feel Like Being A) Sex Machine;317;115
Hey America;218;115
Make It Funky Pt.1;196;115
I'm A Greedy Man Pt.1;218;115
Get On The Good Foot;216;115
Get Up Offa That Thing;251;115
It's Too Funky In Here;239;115
Living In America;283;115
I'm Real;334;115
Hot Pants Pt.1;188;115
Soul Power (Live);261;115
When You Gonna Learn (Digeridoo);231;116
Too Young To Die;366;116
Hooked Up;276;116
If I Like It, I Do It;293;116
Music Of The Wind;383;116
Emergency On Planet Earth;245;116
Whatever It Is, I Just Can't Stop;247;116
Blow Your Mind;512;116
Revolution 1993;617;116
Didgin' Out;157;116
Canned Heat;332;117
Planet Home;284;117
Black Capricorn Day;342;117
Soul Education;255;117
Failling;225;117
Destitute Illusions;340;117
Supersonic;316;117
Butterfly;269;117
Were Do We Go From Here;314;117
King For A Day;222;117
Deeper Underground;282;117
Just Another Story;530;118
Stillness In Time;257;118
Half The Man;290;118
Light Years;355;118
Manifest Destiny;382;118
The Kids;310;118
Mr. Moon;330;118
Scam;422;118
Journey To Arnhemland;322;118
Morning Glory;384;118
Space Cowboy;386;118
Last Chance;112;119
Are You Gonna Be My Girl;214;119
Rollover D.J.;197;119
Look What You've Done;231;119
Get What You Need;248;119
Move On;261;119
Radio Song;272;119
Get Me Outta Here;176;119
Cold Hard Bitch;243;119
Come Around Again;270;119
Take It Or Leave It;143;119
Lazy Gun;282;119
Timothy;270;119
Foxy Lady;199;120
Manic Depression;222;120
Red House;224;120
Can You See Me;153;120
Love Or Confusion;193;120
I Don't Live Today;235;120
May This Be Love;191;120
Fire;165;120
Third Stone From The Sun;404;120
Remember;168;120
Are You Experienced?;255;120
Hey Joe;210;120
Stone Free;216;120
Purple Haze;172;120
51st Anniversary;196;120
The Wind Cries Mary;200;120
Highway Chile;212;120
Surfing with the Alien;264;121
Ice 9;240;121
Crushing Day;315;121
Always With Me, Always With You;202;121
Satch Boogie;194;121
Hill of the Skull;108;121
Circles;209;121
Lords of Karma;288;121
Midnight;103;121
Echo;338;121
Engenho De Dentro;310;122
Alcohol;355;122
Mama Africa;283;122
Salve Simpatia;343;122
W/Brasil (Chama O Síndico);317;122
País Tropical;453;122
Os Alquimistas Estão Chegando;367;122
Charles Anjo 45;389;122
Selassiê;326;122
Menina Sarará;191;122
Que Maravilha;338;122
Santa Clara Clareou;380;122
Filho Maravilha;228;122
Taj Mahal;290;122
Rapidamente;252;123
As Dores do Mundo;255;123
Vou Pra Ai;301;123
My Brother;253;123
Há Quanto Tempo;270;123
Vício;270;123
Encontrar Alguém;224;123
Dance Enquanto é Tempo;229;123
A Tarde;267;123
Always Be All Right;128;123
Sem Sentido;250;123
Onibusfobia;316;123
Pura Elegancia;284;124
Choramingando;190;124
Por Merecer;231;124
No Futuro;182;124
Voce Inteira;241;124
Cuando A Noite Vai Chegando;271;124
Naquele Dia;252;124
Equinocio;269;124
Papelão;213;124
Cuando Eu For Pro Ceu;119;124
Do Nosso Amor;203;124
Borogodo;208;124
Cafezinho;181;124
Enquanto O Dia Não Vem;221;124
The Green Manalishi;206;125
Living After Midnight;213;125
Breaking The Law (Live);144;125
Hot Rockin';197;125
Heading Out To The Highway (Live);276;125
The Hellion;42;125
Electric Eye;222;125
You've Got Another Thing Comin';305;125
Turbo Lover;336;125
Freewheel Burning;266;125
Some Heads Are Gonna Roll;250;125
Metal Meltdown;291;125
Ram It Down;292;125
Diamonds And Rust (Live);219;125
Victim Of Change (Live);431;125
Tyrant (Live);282;125
Comin' Home;172;126
Plaster Caster;198;126
Goin' Blind;218;126
Do You Love Me;194;126
Domino;226;126
Sure Know Something;254;126
A World Without Heroes;178;126
Rock Bottom;201;126
See You Tonight;146;126
I Still Love You;370;126
Every Time I Look At You;284;126
2,000 Man;312;126
Beth;170;126
Nothin' To Lose;222;126
Rock And Roll All Nite;260;126
Immigrant Song;201;127
Heartbreaker;316;127
Since I've Been Loving You;416;127
Black Dog;318;127
Dazed And Confused;1117;127
Stairway To Heaven;530;127
Going To California;235;127
That's The Way;343;127
Whole Lotta Love (Medley);825;127
Thank You;398;127
We're Gonna Groove;158;128
Poor Tom;182;128
I Can't Quit You Baby;258;128
Walter's Walk;271;128
Ozone Baby;216;128
Darlene;307;128
Bonzo's Montreux;259;128
Wearing And Tearing;330;128
The Song Remains The Same;330;129
The Rain Song;459;129
Over The Hills And Far Away;290;129
The Crunge;197;129
Dancing Days;223;129
D'Yer Mak'er;263;129
No Quarter;420;129
The Ocean;271;129
In The Evening;411;130
South Bound Saurez;254;130
Fool In The Rain;373;130
Hot Dog;197;130
Carouselambra;634;130
All My Love;356;130
I'm Gonna Crawl;330;130
Black Dog;297;131
Rock & Roll;221;131
The Battle Of Evermore;352;131
Stairway To Heaven;482;131
Misty Mountain Hop;279;131
Four Sticks;284;131
Going To California;216;131
When The Levee Breaks;428;131
Good Times Bad Times;166;132
Babe I'm Gonna Leave You;401;132
You Shook Me;388;132
Dazed and Confused;386;132
Your Time Is Gonna Come;275;132
Black Mountain Side;133;132
Communication Breakdown;150;132
I Can't Quit You Baby;283;132
How Many More Times;508;132
Whole Lotta Love;334;133
What Is And What Should Never Be;288;133
The Lemon Song;379;133
Thank You;288;133
Heartbreaker;254;133
Living Loving Maid (She's Just A Woman);159;133
Ramble On;276;133
Moby Dick;261;133
Bring It On Home;260;133
Immigrant Song;145;134
Friends;234;134
Celebration Day;210;134
Since I've Been Loving You;444;134
Out On The Tiles;246;134
Gallows Pole;296;134
Tangerine;190;134
That's The Way;337;134
Bron-Y-Aur Stomp;260;134
Hats Off To (Roy) Harper;219;134
In The Light;527;135
Bron-Yr-Aur;127;135
Down By The Seaside;316;135
Ten Years Gone;393;135
Night Flight;218;135
The Wanton Song;250;135
Boogie With Stu;233;135
Black Country Woman;273;135
Sick Again;283;135
Achilles Last Stand;626;136
For Your Life;384;136
Royal Orleans;180;136
Nobody's Fault But Mine;376;136
Candy Store Rock;252;136
Hots On For Nowhere;284;136
Tea For One;567;136
Rock & Roll;242;137
Celebration Day;230;137
The Song Remains The Same;353;137
Rain Song;506;137
Dazed And Confused;1612;137
No Quarter;750;138
Stairway To Heaven;657;138
Moby Dick;766;138
Whole Lotta Love;864;138
Natália;236;139
L'Avventura;278;139
Música De Trabalho;260;139
Longe Do Meu Lado;266;139
A Via Láctea;280;139
Música Ambiente;248;139
Aloha;326;139
Soul Parsifal;295;139
Dezesseis;324;139
Mil Pedaços;203;139
Leila;323;139
1º De Julho;290;139
Esperando Por Mim;262;139
Quando Você Voltar;174;139
O Livro Dos Dias;257;139
Será;148;140
Ainda É Cedo;237;140
Geração Coca-Cola;141;140
Eduardo E Mônica;271;140
Tempo Perdido;302;140
Indios;258;140
Que País É Este;178;140
Faroeste Caboclo;543;140
Há Tempos;197;140
Pais E Filhos;308;140
Meninos E Meninas;204;140
Vento No Litoral;366;140
Perfeição;277;140
Giz;202;140
Dezesseis;322;140
Antes Das Seis;189;140
Are You Gonna Go My Way;212;141
Fly Away;222;141
Rock And Roll Is Dead;204;141
Again;229;141
It Ain't Over 'Til It's Over;243;141
Can't Get You Off My Mind;274;141
Mr. Cab Driver;230;141
American Woman;262;141
Stand By My Woman;260;141
Always On The Run;233;141
Heaven Help;190;141
I Belong To You;257;141
Believe;295;141
Let Love Rule;343;141
Black Velveteen;291;141
Assim Caminha A Humanidade;211;142
Honolulu;261;143
Dancin´Days;237;143
Um Pro Outro;236;142
Aviso Aos Navegantes;243;143
Casa;308;142
Condição;264;142
Hyperconectividade;181;143
O Descobridor Dos Sete Mares;226;143
Satisfação;208;142
Brumário;216;142
Um Certo Alguém;194;143
Fullgás;346;143
Sábado À Noite;194;142
A Cura;281;142
Aquilo;246;143
Atrás Do Trio Elétrico;149;142
Senta A Pua;218;143
Ro-Que-Se-Da-Ne;147;143
Tudo Bem;196;142
Toda Forma De Amor;228;142
Tudo Igual;276;143
Fogo De Palha;247;143
Sereia;278;142
Assaltaram A Gramática;261;143
Se Você Pensa;196;142
Lá Vem O Sol (Here Comes The Sun);189;142
O Último Romântico (Ao Vivo);232;143
Pseudo Silk Kimono;135;144
Kayleigh;235;144
Lavender;153;144
Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel;356;144
Heart Of Lothian: Wide Boy / Curtain Call;366;144
Waterhole (Expresso Bongo);133;144
Lords Of The Backstage;113;144
Blind Curve: Vocal Under A Bloodlight / Passing Strangers / Mylo / Perimeter Walk / Threshold;570;144
Childhoods End?;273;144
White Feather;144;144
Arrepio;136;145
Magamalabares;216;145
Chuva No Brejo;146;145
Cérebro Eletrônico;173;145
Tempos Modernos;183;145
Maraçá;230;145
Blanco;45;145
Panis Et Circenses;192;145
De Noite Na Cama;209;145
Beija Eu;197;145
Give Me Love;250;145
Ainda Lembro;219;145
A Menina Dança;129;145
Dança Da Solidão;204;145
Ao Meu Redor;276;145
Bem Leve;159;145
Segue O Seco;178;145
O Xote Das Meninas;292;145
Wherever I Lay My Hat;137;146
Get My Hands On Some Lovin';149;146
No Good Without You;161;146
You've Been A Long Time Coming;137;146
When I Had Your Love;152;146
You're What's Happening (In The World Today);142;146
Loving You Is Sweeter Than Ever;166;146
It's A Bitter Pill To Swallow;195;146
Seek And You Shall Find;223;146
Gonna Keep On Tryin' Till I Win Your Love;176;146
Gonna Give Her All The Love I've Got;211;146
I Wish It Would Rain;172;146
Abraham, Martin And John;273;146
Save The Children;195;146
You Sure Love To Ball;219;146
Ego Tripping Out;315;146
Praise;236;146
Heavy Love Affair;228;146
Down Under;222;147
Overkill;225;147
Be Good Johnny;216;147
Everything I Need;216;147
Down by the Sea;408;147
Who Can It Be Now?;202;147
It's a Mistake;273;147
Dr. Heckyll & Mr. Jive;278;147
Shakes and Ladders;198;147
No Sign of Yesterday;362;147
Enter Sandman;332;148
Sad But True;325;148
Holier Than Thou;228;148
The Unforgiven;387;148
Wherever I May Roam;404;148
Don't Tread On Me;240;148
Through The Never;244;148
Nothing Else Matters;389;148
Of Wolf And Man;257;148
The God That Failed;309;148
My Friend Of Misery;410;148
The Struggle Within;234;148
Helpless;398;149
The Small Hours;403;149
The Wait;295;149
Crash Course In Brain Surgery;190;149
Last Caress/Green Hell;210;149
Am I Evil?;470;149
Blitzkrieg;217;149
Breadfan;342;149
The Prince;266;149
Stone Cold Crazy;138;149
So What;189;149
Killing Time;184;149
Overkill;245;149
Damage Case;220;149
Stone Dead Forever;292;149
Too Late Too Late;192;149
Hit The Lights;258;150
The Four Horsemen;433;150
Motorbreath;188;150
Jump In The Fire;282;150
(Anesthesia) Pulling Teeth;255;150
Whiplash;249;150
Phantom Lord;302;150
No Remorse;387;150
Seek & Destroy;416;150
Metal Militia;311;150
Ain't My Bitch;304;151
2 X 4;328;151
The House Jack Built;399;151
Until It Sleeps;270;151
King Nothing;328;151
Hero Of The Day;262;151
Bleeding Me;498;151
Cure;294;151
Poor Twisted Me;240;151
Wasted My Hate;237;151
Mama Said;320;151
Thorn Within;352;151
Ronnie;317;151
The Outlaw Torn;589;151
Battery;312;152
Master Of Puppets;515;152
The Thing That Should Not Be;396;152
Welcome Home (Sanitarium);387;152
Disposable Heroes;497;152
Leper Messiah;347;152
Orion;500;152
Damage Inc.;331;152
Fuel;270;153
The Memory Remains;279;153
Devil's Dance;319;153
The Unforgiven II;396;153
Better Than You;323;153
Slither;313;153
Carpe Diem Baby;372;153
Bad Seed;245;153
Where The Wild Things Are;414;153
Prince Charming;365;153
Low Man's Lyric;458;153
Attitude;316;153
Fixxxer;496;153
Fight Fire With Fire;286;154
Ride The Lightning;398;154
For Whom The Bell Tolls;312;154
Fade To Black;415;154
Trapped Under Ice;245;154
Escape;264;154
Creeping Death;397;154
The Call Of Ktulu;535;154
Frantic;350;155
St. Anger;441;155
Some Kind Of Monster;506;155
Dirty Window;325;155
Invisible Kid;510;155
My World;346;155
Shoot Me Again;430;155
Sweet Amber;327;155
The Unnamed Feeling;429;155
Purify;314;155
All Within My Hands;528;155
Blackened;403;156
...And Justice For All;586;156
Eye Of The Beholder;386;156
One;446;156
The Shortest Straw;395;156
Harvester Of Sorrow;346;156
The Frayed Ends Of Sanity;464;156
To Live Is To Die;589;156
Dyers Eve;314;156
Springsville;208;157
The Maids Of Cadiz;234;157
The Duke;215;157
My Ship;268;157
Miles Ahead;210;157
Blues For Pablo;318;157
New Rhumba;277;157
The Meaning Of The Blues;169;157
Lament;134;157
I Don't Wanna Be Kissed (By Anyone But You);191;157
Springsville (Alternate Take);196;157
Blues For Pablo (Alternate Take);213;157
The Meaning Of The Blues/Lament (Alternate Take);310;157
I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take);192;157
Coração De Estudante;239;158
A Noite Do Meu Bem;220;158
Paisagem Na Janela;198;158
Cuitelinho;209;158
Caxangá;246;158
Nos Bailes Da Vida;276;158
Menestrel Das Alagoas;200;158
Brasil;155;158
Canção Do Novo Mundo;215;158
Um Gosto De Sol;307;158
Solar;156;158
Para Lennon E McCartney;322;158
Maria, Maria;72;158
Minas;152;159
Fé Cega, Faca Amolada;278;159
Beijo Partido;230;159
Saudade Dos Aviões Da Panair (Conversando No Bar);269;159
Gran Circo;251;159
Ponta de Areia;273;159
Trastevere;266;159
Idolatrada;286;159
Leila (Venha Ser Feliz);210;159
Paula E Bebeto;136;159
Simples;133;159
Norwegian Wood;414;159
Caso Você Queira Saber;206;159
Ace Of Spades;170;160
Love Me Like A Reptile;204;160
Shoot You In The Back;160;160
Live To Win;218;160
Fast And Loose;203;160
(We Are) The Road Crew;193;160
Fire Fire;165;160
Jailbait;214;160
Dance;158;160
Bite The Bullet;98;160
The Chase Is Better Than The Catch;258;160
The Hammer;168;160
Dirty Love;176;160
Please Don't Touch;170;160
Emergency;180;160
Kir Royal;235;161
O Que Vai Em Meu Coração;255;161
Aos Leões;235;161
Dois Índios;219;161
Noite Negra;207;161
Beijo do Olhar;253;161
É Fogo;195;161
Já Foi;246;161
Só Se For Pelo Cabelo;238;161
No Clima;249;161
A Moça e a Chuva;275;161
Demorou!;39;161
Bitter Pill;267;162
Enslaved;270;162
Girls, Girls, Girls;270;162
Kickstart My Heart;284;162
Wild Side;277;162
Glitter;340;162
Dr. Feelgood;283;162
Same Ol' Situation;255;162
Home Sweet Home;237;162
Afraid;248;162
Don't Go Away Mad (Just Go Away);280;162
Without You;269;162
Smokin' in The Boys Room;207;162
Primal Scream;286;162
Too Fast For Love;201;162
Looks That Kill;241;162
Shout At The Devil;222;162
Intro;52;163
School;160;163
Drain You;215;163
Aneurysm;272;163
Smells Like Teen Spirit;287;163
Been A Son;128;163
Lithium;250;163
Sliver;116;163
Spank Thru;190;163
Scentless Apprentice;211;163
Heart-Shaped Box;282;163
Milk It;226;163
Negative Creep;164;163
Polly;150;163
Breed;208;163
Tourette's;116;163
Blew;216;163
Smells Like Teen Spirit;301;164
In Bloom;255;164
Come As You Are;219;164
Breed;184;164
Lithium;257;164
Polly;177;164
Territorial Pissings;143;164
Drain You;224;164
Lounge Act;157;164
Stay Away;213;164
On A Plain;196;164
Something In The Way;231;164
Time;97;165
P.S.Apareça;209;165
Sangue Latino;223;165
Folhas Secas;161;165
Poeira;267;165
Mágica;234;165
Quem Mata A Mulher Mata O Melhor;263;165
Mundaréu;218;165
O Braço Da Minha Guitarra;258;165
Deus;284;165
Mãe Terra;307;165
Às Vezes;330;165
Menino De Rua;330;165
Prazer E Fé;215;165
Elza;199;165
Requebra;241;166
Nossa Gente (Avisa Là);188;166
Olodum - Alegria Geral;233;166
Madagáscar Olodum;252;166
Faraó Divindade Do Egito;229;166
Todo Amor (Asas Da Liberdade);245;166
Denúncia;160;166
Olodum, A Banda Do Pelô;147;166
Cartao Postal;212;166
Jeito Faceiro;217;166
Revolta Olodum;230;166
Reggae Odoyá;224;166
Protesto Do Olodum (Ao Vivo);206;166
Olodum - Smile (Instrumental);236;166
Vulcão Dub - Fui Eu;287;167
O Trem Da Juventude;226;167
Manguetown;163;167
Um Amor, Um Lugar;185;167
Bora-Bora;183;167
Vai Valer;207;167
I Feel Good (I Got You) - Sossego;245;167
Uns Dias;241;167
Sincero Breu;208;167
Meu Erro;189;167
Selvagem;149;167
Brasília 5:31;178;167
Tendo A Lua;199;167
Que País É Este;217;167
Navegar Impreciso;263;167
Feira Moderna;183;167
Tequila - Lourinha Bombril (Parate Y Mira);256;167
Vamo Batê Lata;229;167
Life During Wartime;259;167
Nebulosa Do Amor;203;167
Caleidoscópio;257;167
Trac Trac;232;168
Tendo A Lua;220;168
Mensagen De Amor (2000);184;168
Lourinha Bombril;160;168
La Bella Luna;193;168
Busca Vida;176;168
Uma Brasileira;218;168
Luis Inacio (300 Picaretas);198;168
Saber Amar;203;168
Ela Disse Adeus;226;168
O Amor Nao Sabe Esperar;241;168
Aonde Quer Que Eu Va;258;168
Caleidoscópio;211;169
Óculos;219;169
Cinema Mudo;228;169
Alagados;302;169
Lanterna Dos Afogados;190;169
Melô Do Marinheiro;208;169
Vital E Sua Moto;210;169
O Beco;189;169
Meu Erro;208;169
Perplexo;161;169
Me Liga;230;169
Quase Um Segundo;276;169
Selvagem;246;169
Romance Ideal;250;169
Será Que Vai Chover?;337;169
SKA;149;169
Bark at the Moon;257;170
I Don't Know;313;171
Crazy Train;296;171
Flying High Again;291;172
Mama, I'm Coming Home;252;173
No More Tears;444;173
I Don't Know;283;174
Crazy Train;323;174
Believer;309;174
Mr. Crowley;344;174
Flying High Again;261;174
Relvelation (Mother Earth);349;174
Steal Away (The Night);486;174
Suicide Solution (With Guitar Solo);467;174
Iron Man;172;174
Children Of The Grave;357;174
Paranoid;176;174
Goodbye To Romance;334;174
No Bone Movies;249;174
Dee;261;174
Shining In The Light;241;175
When The World Was Young;373;175
Upon A Golden Horse;232;175
Blue Train;405;175
Please Read The Letter;262;175
Most High;337;175
Heart In Your Hand;231;175
Walking Into Clarksdale;319;175
Burning Up;322;175
When I Was A Child;346;175
House Of Love;336;175
Sons Of Freedom;246;175
United Colours;330;176
Slug;281;176
Your Blue Room;328;176
Always Forever Now;384;176
A Different Kind Of Blue;121;176
Beach Sequence;212;176
Miss Sarajevo;341;176
Ito Okashi;205;176
One Minute Warning;280;176
Corpse (These Chains Are Way Too Long);215;176
Elvis Ate America;180;176
Plot 180;222;176
Theme From The Swan;204;176
Theme From Let's Go Native;187;176
Wrathchild;170;177
Killers;310;177
